ground_truth_id,order_id,expected_scenario,expected_outcome,expected_resolution_class,expected_root_cause,expected_human_escalation,expected_ai_investigation,expected_confidence_band,expected_financial_impact,linked_payment_ids,linked_settlement_ids,notes
GT-000814,ORD-000814,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000814","SET-000774","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000815,ORD-000815,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000815","SET-000775","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000816,ORD-000816,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000816","SET-000776","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000817,ORD-000817,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000817","SET-000777","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000818,ORD-000818,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000818","SET-000778","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000819,ORD-000819,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000819","SET-000779","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000820,ORD-000820,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000820","SET-000780","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000821,ORD-000821,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000821","SET-000781","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000822,ORD-000822,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000822","SET-000782","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000823,ORD-000823,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000823","SET-000783","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000824,ORD-000824,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000824","SET-000784","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000825,ORD-000825,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000825","SET-000785","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000826,ORD-000826,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000826","SET-000786","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000827,ORD-000827,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000827","SET-000787","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000828,ORD-000828,DELAYED_SETTLEMENT,DISCREPANCY_FOUND,DETERMINISTIC_ESCALATION,SETTLEMENT_DELAY_EXCEEDS_SLA_POLICY,True,False,HIGH,0.00,"PAY-000828","SET-000788","Bank settlement completed 7 days after payment, exceeding policy SLA limit of 5 days."
GT-000829,ORD-000829,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,7500.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000830,ORD-000830,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,799.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000831,ORD-000831,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,4999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000832,ORD-000832,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,9999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000833,ORD-000833,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,299.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000834,ORD-000834,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,3499.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000835,ORD-000835,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,14999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000836,ORD-000836,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,9999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000837,ORD-000837,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,799.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000838,ORD-000838,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,2499.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000839,ORD-000839,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,1499.50,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000840,ORD-000840,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,9999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000841,ORD-000841,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,1499.50,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000842,ORD-000842,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,1299.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000843,ORD-000843,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,2999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000844,ORD-000844,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,3499.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000845,ORD-000845,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,2999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000846,ORD-000846,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,49999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000847,ORD-000847,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,1299.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000848,ORD-000848,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,799.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000849,ORD-000849,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,1499.50,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000850,ORD-000850,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,14999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000851,ORD-000851,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,2999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000852,ORD-000852,MISSING_PAYMENT,UNMATCHED,DETERMINISTIC_ESCALATION,ORDER_FULFILLED_WITHOUT_GATEWAY_PAYMENT,True,False,HIGH,14999.00,"","","Merchant order completed with invoice but zero payment captured from gateway."
GT-000853,ORD-000853,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,3499.00,"PAY-000829","SET-000789","Chargeback adjustment of INR 3499.00 logged for payment PAY-000829."
GT-000854,ORD-000854,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,49999.00,"PAY-000830","SET-000790","Chargeback adjustment of INR 49999.00 logged for payment PAY-000830."
GT-000855,ORD-000855,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,799.00,"PAY-000831","SET-000791","Chargeback adjustment of INR 799.00 logged for payment PAY-000831."
GT-000856,ORD-000856,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,7500.00,"PAY-000832","SET-000792","Chargeback adjustment of INR 7500.00 logged for payment PAY-000832."
GT-000857,ORD-000857,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,2999.00,"PAY-000833","SET-000793","Chargeback adjustment of INR 2999.00 logged for payment PAY-000833."
GT-000858,ORD-000858,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,2499.00,"PAY-000834","SET-000794","Chargeback adjustment of INR 2499.00 logged for payment PAY-000834."
GT-000859,ORD-000859,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,49999.00,"PAY-000835","SET-000795","Chargeback adjustment of INR 49999.00 logged for payment PAY-000835."
GT-000860,ORD-000860,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,1999.00,"PAY-000836","SET-000796","Chargeback adjustment of INR 1999.00 logged for payment PAY-000836."
GT-000861,ORD-000861,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,25000.00,"PAY-000837","SET-000797","Chargeback adjustment of INR 25000.00 logged for payment PAY-000837."
GT-000862,ORD-000862,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,999.00,"PAY-000838","SET-000798","Chargeback adjustment of INR 999.00 logged for payment PAY-000838."
GT-000863,ORD-000863,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,1299.00,"PAY-000839","SET-000799","Chargeback adjustment of INR 1299.00 logged for payment PAY-000839."
GT-000864,ORD-000864,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,3499.00,"PAY-000840","SET-000800","Chargeback adjustment of INR 3499.00 logged for payment PAY-000840."
GT-000865,ORD-000865,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,299.00,"PAY-000841","SET-000801","Chargeback adjustment of INR 299.00 logged for payment PAY-000841."
GT-000866,ORD-000866,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,9999.00,"PAY-000842","SET-000802","Chargeback adjustment of INR 9999.00 logged for payment PAY-000842."
GT-000867,ORD-000867,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,4999.00,"PAY-000843","SET-000803","Chargeback adjustment of INR 4999.00 logged for payment PAY-000843."
GT-000868,ORD-000868,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,9999.00,"PAY-000844","SET-000804","Chargeback adjustment of INR 9999.00 logged for payment PAY-000844."
GT-000869,ORD-000869,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,4999.00,"PAY-000845","SET-000805","Chargeback adjustment of INR 4999.00 logged for payment PAY-000845."
GT-000870,ORD-000870,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,25000.00,"PAY-000846","SET-000806","Chargeback adjustment of INR 25000.00 logged for payment PAY-000846."
GT-000871,ORD-000871,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,4999.00,"PAY-000847","SET-000807","Chargeback adjustment of INR 4999.00 logged for payment PAY-000847."
GT-000872,ORD-000872,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,14999.00,"PAY-000848","SET-000808","Chargeback adjustment of INR 14999.00 logged for payment PAY-000848."
GT-000873,ORD-000873,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,1299.00,"PAY-000849","SET-000809","Chargeback adjustment of INR 1299.00 logged for payment PAY-000849."
GT-000874,ORD-000874,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,3499.00,"PAY-000850","SET-000810","Chargeback adjustment of INR 3499.00 logged for payment PAY-000850."
GT-000875,ORD-000875,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,4999.00,"PAY-000851","SET-000811","Chargeback adjustment of INR 4999.00 logged for payment PAY-000851."
GT-000876,ORD-000876,CHARGEBACK_ADJUSTMENT,ADJUSTED,DETERMINISTIC_ESCALATION,UNRESOLVED_CHARGEBACK_DISPUTE_REQUIRES_HUMAN,True,False,HIGH,1999.00,"PAY-000852","SET-000812","Chargeback adjustment of INR 1999.00 logged for payment PAY-000852."
GT-000877,ORD-000877,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,49999.00,"PAY-000853","SET-000813","Full refund adjustment of INR 49999.00 processed for payment PAY-000853."
GT-000878,ORD-000878,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,4999.00,"PAY-000854","SET-000814","Full refund adjustment of INR 4999.00 processed for payment PAY-000854."
GT-000879,ORD-000879,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,1499.50,"PAY-000855","SET-000815","Full refund adjustment of INR 1499.50 processed for payment PAY-000855."
GT-000880,ORD-000880,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,9999.00,"PAY-000856","SET-000816","Full refund adjustment of INR 9999.00 processed for payment PAY-000856."
GT-000881,ORD-000881,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,4999.00,"PAY-000857","SET-000817","Full refund adjustment of INR 4999.00 processed for payment PAY-000857."
GT-000882,ORD-000882,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,3499.00,"PAY-000858","SET-000818","Full refund adjustment of INR 3499.00 processed for payment PAY-000858."
GT-000883,ORD-000883,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,49999.00,"PAY-000859","SET-000819","Full refund adjustment of INR 49999.00 processed for payment PAY-000859."
GT-000884,ORD-000884,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,2499.00,"PAY-000860","SET-000820","Full refund adjustment of INR 2499.00 processed for payment PAY-000860."
GT-000885,ORD-000885,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,4999.00,"PAY-000861","SET-000821","Full refund adjustment of INR 4999.00 processed for payment PAY-000861."
GT-000886,ORD-000886,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,9999.00,"PAY-000862","SET-000822","Full refund adjustment of INR 9999.00 processed for payment PAY-000862."
GT-000887,ORD-000887,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,2999.00,"PAY-000863","SET-000823","Full refund adjustment of INR 2999.00 processed for payment PAY-000863."
GT-000888,ORD-000888,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,9999.00,"PAY-000864","SET-000824","Full refund adjustment of INR 9999.00 processed for payment PAY-000864."
GT-000889,ORD-000889,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,7500.00,"PAY-000865","SET-000825","Full refund adjustment of INR 7500.00 processed for payment PAY-000865."
GT-000890,ORD-000890,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,999.00,"PAY-000866","SET-000826","Full refund adjustment of INR 999.00 processed for payment PAY-000866."
GT-000891,ORD-000891,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,1999.00,"PAY-000867","SET-000827","Full refund adjustment of INR 1999.00 processed for payment PAY-000867."
GT-000892,ORD-000892,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,1499.50,"PAY-000868","SET-000828","Full refund adjustment of INR 1499.50 processed for payment PAY-000868."
GT-000893,ORD-000893,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,299.00,"PAY-000869","SET-000829","Full refund adjustment of INR 299.00 processed for payment PAY-000869."
GT-000894,ORD-000894,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,25000.00,"PAY-000870","SET-000830","Full refund adjustment of INR 25000.00 processed for payment PAY-000870."
GT-000895,ORD-000895,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,1999.00,"PAY-000871","SET-000831","Full refund adjustment of INR 1999.00 processed for payment PAY-000871."
GT-000896,ORD-000896,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,25000.00,"PAY-000872","SET-000832","Full refund adjustment of INR 25000.00 processed for payment PAY-000872."
GT-000897,ORD-000897,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,3499.00,"PAY-000873","SET-000833","Full refund adjustment of INR 3499.00 processed for payment PAY-000873."
GT-000898,ORD-000898,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,799.00,"PAY-000874","SET-000834","Full refund adjustment of INR 799.00 processed for payment PAY-000874."
GT-000899,ORD-000899,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,14999.00,"PAY-000875","SET-000835","Full refund adjustment of INR 14999.00 processed for payment PAY-000875."
GT-000900,ORD-000900,REFUND,ADJUSTED,DETERMINISTIC_ESCALATION,CUSTOMER_REFUND_PROCESSED_REQUIRES_RECON,True,False,HIGH,49999.00,"PAY-000876","SET-000836","Full refund adjustment of INR 49999.00 processed for payment PAY-000876."
GT-000901,ORD-000901,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000877","SET-000837","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000902,ORD-000902,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000878","SET-000838","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000903,ORD-000903,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000879","SET-000839","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000904,ORD-000904,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000880","SET-000840","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000905,ORD-000905,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000881","SET-000841","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000906,ORD-000906,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000882","SET-000842","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000907,ORD-000907,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000883","SET-000843","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000908,ORD-000908,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000884","SET-000844","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000909,ORD-000909,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000885","SET-000845","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000910,ORD-000910,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000886","SET-000846","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
GT-000911,ORD-000911,ROUNDING_MISMATCH,DISCREPANCY_FOUND,AI_INVESTIGATION,TAX_LINE_ROUNDING_DISCREPANCY_AI_EXPLAINABLE,False,True,HIGH,0.05,"PAY-000887","SET-000847","Micro-discrepancy (INR 0.05) caused by itemized GST line rounding; AI can verify invoice tax lines."
